Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/03/2024 - 31/03/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"792,88 €","0,00 %",,"433,84 €","0,00 %",,68,"0,00 %",,2,"100,00 %",
B00A44OC0G,"Hama Barre Multiprise 6 Prises avec Interrupteur Et Sécurité Enfant Cble Blanc 5 M",Hama,"776,02 €","-42,60 %","235,62 %","441,84 €","-48,15 %","250,03 %",42,"-48,15 %","223,08 %",4,"0,00 %","33,33 %"
B00006J4GV,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 3m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"738,09 €","-36,39 %","333,08 %","590,94 €","-39,51 %","611,29 %",98,"-39,51 %","512,50 %",2,,"0,00 %"
B07MPQTNXF,"Xavax Sangle d’arrimage de sécurité avec cliquet pour sèche-linge, Blanc/Gris",xavax,"721,76 €","-11,57 %","3,17 %","414,78 €","-11,43 %","7,15 %",62,"-11,43 %","3,33 %",6,"200,00 %","100,00 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"700,68 €","-7,47 %","1 653,45 %","550,67 €","-7,02 %","1 826,09 %",53,"-7,02 %","1 666,67 %",3,"200,00 %","200,00 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"699,60 €","172,73 %","566,67 %","526,80 €","172,73 %","627,12 %",60,"172,73 %","566,67 %",,,
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"696,16 €","53,74 %",,"411,44 €","58,36 %",,38,"58,33 %",,1,"-50,00 %",
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"645,53 €","-60,25 %",,"446,89 €","-62,82 %",,29,"-62,82 %",,10,,
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"645,38 €","-33,36 %","-76,36 %","284,24 €","-37,20 %","-80,56 %",46,"-33,33 %","-80,51 %",3,,"-40,00 %"
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"641,19 €","17,16 %","374,78 %","543,66 €","17,14 %","437,32 %",41,"17,14 %","412,50 %",6,"500,00 %",
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"635,30 €","50,27 %","1 882,83 %","446,88 €","60,00 %","2 492,11 %",48,"60,00 %","2 300,00 %",3,"200,00 %",
B01KFL3C26,"Hama Multiprise, ""6+1"" (commutable individuellement, avec protection anti-surtension, montage mural, pivotée à 90°, longueur de douille XL, protection enfant, longueur de câble de 1,4 m) Noir",Hama,"629,74 €","24,70 %","348,53 %","441,96 €","38,10 %","425,02 %",29,"38,10 %","383,33 %",1,,"0,00 %"
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"624,75 €",,,"612,00 €",,,3,,,,,
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"539,53 €","63,56 %","52,27 %","290,80 €","69,21 %","53,20 %",57,"67,65 %","42,50 %",,"-100,00 %","-100,00 %"
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"537,80 €","100,53 %","112,30 %","320,45 €","107,14 %","93,28 %",29,"107,14 %","81,25 %",2,"0,00 %",
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"533,67 €","4,93 %","251,19 %","537,66 €","5,88 %","296,07 %",18,"5,88 %","260,00 %",,"-100,00 %",
B00005QFBX,"Classeur à négatifs, 4 anneaux, niv. rempl. 45mm, housse de protection",Hama,"533,20 €","17,74 %","129,98 %","362,20 €","17,65 %","144,50 %",20,"17,65 %","122,22 %",3,"200,00 %","200,00 %"
B08SDYYDL2,"Hama Album mémo « Stamps » à personnaliser (Album souvenirs de famille ou de voyage, idéal cadeau et scrapbooking, 22x22,5 cm, album livre 100 Pages, Max : 200 Photos 10x15 cm) Multicolore",Hama,"533,14 €","60,53 %","281,25 %","417,85 €","60,53 %","304,27 %",61,"60,53 %","281,25 %",2,,
B08GSRV3PB,"Hama Tête Thermostatique Connectée et Intelligente WiFi (pour Kit de Chauffage Connecté 00176592 Compatible Alexa Google Home, Robinet Intelligent pour Radiateur à Eau Chaude) Blanc",Hama,"524,34 €","-70,42 %","1 158,62 %","599,40 €","-74,29 %","1 898,00 %",18,"-74,29 %","1 700,00 %",10,,
B084HZJ2TV,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 80 pages blanches, sans spirale) Vert Tilleul",Hama,"519,01 €","65,38 %","2 050,00 %","398,61 €","65,38 %","2 244,76 %",43,"65,38 %","2 050,00 %",3,,
B00AJKQ4YC,"Hama 2 Pieds Enceintes Universels (Supports Haut-Parleur, Hauteur réglable Max. 123 cm, antidérapant, Charge Max. 5 kg/Pied, câbles cachés, Haut-parleurs Hi-FI/Stéréo/Home Cinema) Noir",Hama,"517,92 €","-53,30 %","-49,83 %","360,27 €","-52,63 %","-50,96 %",9,"-52,63 %","-55,00 %",1,"-50,00 %","-75,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"514,25 €","-22,68 %","241,15 %","237,50 €","-26,92 %","267,19 %",19,"-26,92 %","216,67 %",2,,"0,00 %"
B0069MD6SQ,"Thomson Casque sans fil TV ""WHP3311BK"" (Over-Ear, avec station de recharge système, PLL, circum-auriculaire, portée 100 m, 863 MHz, sans fil) Bleu",Thomson,"512,56 €","-50,52 %","1 032,23 %","408,80 €","-54,55 %","1 020,00 %",10,"-54,55 %","900,00 %",3,"0,00 %","200,00 %"
B00006JCUB,"Hama Multiprise 3 Prises 16A avec Interrupteur (Rallonge multiprises 1.4m, Bloc 3 Prises Type F Schuko, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Blanc",Hama,"492,17 €","-31,54 %","6 471,03 %","416,54 €","-18,62 %","12 297,02 %",118,"-18,62 %","11 700,00 %",2,,
B018VONYPY,"Hama Sonic Mobil 183 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm - Noir/Rouge",Hama,"491,48 €","195,04 %","22,99 %","374,88 €","300,00 %","32,00 %",48,"300,00 %","20,00 %",1,,
B08SFFNZ4D,"Rapoo Clavier et Souris sans Fil X 1800s"" (Pack Kit Clavier Souris sans Fil 2.4GHz, Dongle Nano USB, Autonomie 12mois, Souris Optique 1000DPI, Clavier AZERTY FR, Pavé Numérique, pour PC, Laptop) Noir",Rapoo,"483,14 €","383,33 %",,"402,23 €","383,33 %",,29,"383,33 %",,,,
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"483,11 €","-34,23 %",,"309,20 €","-27,33 %",,31,"-26,19 %",,2,"100,00 %",
B09FBSCB6Q,"Hama Album photo à spirale ""Craft"" (Album souvenirs mariage, anniversaire, baptême, 24x17 cm, 40 pages en papier Kraft chic à personnaliser et à coller, jusqu'à 40 photos de 10 x 15 cm) Marron",Hama,"474,24 €","189,74 %","985,71 %","353,40 €","192,31 %","1 082,34 %",76,"192,31 %","985,71 %",11,,
B00RLNCZ52,"Hama Album photo ""Moni"" (pour 200 photos au format 10 x 15 cm, album photo bébé de 100 pages blanches, ciel, élégant, pour filles, enfants, bébés) Rose, petit album de taille 22,5 x 22,5 cm",Hama,"463,67 €","84,20 %",,"214,90 €","84,21 %",,35,"84,21 %",,1,,
B079173RCY,"Hama EMW-500 Souris Verticale Ergonomique Filaire - USB A, Capteur 1800 dpi, Droitier/e - Noire",Hama,"459,32 €","114,17 %","280,33 %","352,30 €","52,94 %","302,31 %",26,"52,94 %","271,43 %",1,,"0,00 %"
B072Q7YFFT,"Hama Album photo ""Designline"" (Album photo souvenirs mariage anniversaire, 22,5x22cm, 100 pages avec pochettes pour 200 photos 10 x 15 cm, Zone Mémo et pochette CD) Bleu Turquoise Blanc, Stripes",Hama,"454,48 €","23,81 %","802,46 %","341,12 €","23,81 %","1 302,63 %",52,"23,81 %","1 200,00 %",,,
B0000AI2T9,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 45 cm) Blanc",Hama,"430,27 €","3,71 %",,"255,15 €","3,85 %",,27,"3,85 %",,4,"-20,00 %",
B009KYZJ6M,"Hama Cadre photo pour portrait ""Cape Coral"" (taille de cadre 10x15 cm, taille de photos 10x15 cm, photos format horizontal ou vertical, en métal, 1 photo par cadre, élégant, simple, classique) Argent",Hama,"423,41 €","-17,34 %","367,49 %","287,00 €","-14,58 %","537,64 %",41,"-14,58 %","485,71 %",3,,"200,00 %"
B0BHWL9GGB,"Hama Multiprise Euro 3 Prises (Distribution Alimentation Slim, Extra Plat, 3 Prises 'Euro' Femelles, 16A, 230V, Max 1700W, câble 2.5m) Blanc",Hama,"416,00 €","51,52 %","78,57 %","284,50 €","51,52 %","60,01 %",50,"51,52 %","78,57 %",1,,"0,00 %"
B0BHZFGZ5Y,"Hama Casque Audio Shell (Casque Circum-Auriculaire Stéréo, 20 Hz-20 kHz, 32 ohms, 113 DB/MW, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, câble Extra Long 2 m) Noir",Hama,"412,17 €","-8,33 %",,"346,35 €","-8,33 %",,33,"-8,33 %",,,,
B00006J4EP,"Hama Boîtier standard (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"398,80 €","-68,65 %","-83,22 %","157,44 €","-73,33 %","-88,57 %",32,"-73,33 %","-89,08 %",2,"-33,33 %","-60,00 %"
B06ZZTWSQG,"Hama Multiprise Etanche 4 Prises 16A avec Interrupteur (Rallonge multiprises extra long 4m, Bloc 4 prises étanches avec couvercle Type F Schuko, 3680W, Idéal Jardin, Garage, Atelier, Chantier ) Noir",Hama,"390,52 €","33,80 %","53,22 %","237,24 €","20,00 %","89,85 %",18,"20,00 %","63,64 %",5,,
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"389,22 €","374,25 %","160,00 %","277,68 €","387,50 %","183,06 %",78,"387,50 %","160,00 %",,,
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"381,80 €","-25,81 %","7,48 %","265,65 €","-25,81 %","10,92 %",115,"-25,81 %","7,48 %",3,,"50,00 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"378,70 €","-10,04 %","2,68 %","109,12 €","-14,38 %","-45,31 %",36,"-14,29 %","-47,83 %",,,
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"376,79 €","-5,48 %","105,28 %","184,68 €","-2,70 %","73,80 %",36,"-2,70 %","56,52 %",7,"600,00 %","250,00 %"
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"375,58 €","-21,56 %","2 552,40 %","252,00 €","-19,35 %","2 648,09 %",25,"-19,35 %","2 400,00 %",2,,
B0000AI3G4,"Hama Cadre en plastique Madrid (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"374,80 €","-56,13 %",,"193,60 €","-54,55 %",,20,"-54,55 %",,13,"18,18 %",
B0043W42ZU,"Xavax Mousseur à lait ""Milchicopter"" (Batteur à lait en acier, moteur très puissant à 14 000 tours/minute, spirale spéciale, nettoyage facile, mousseur à lait, balai Matcha) Noir",xavax,"373,25 €","149,17 %","-97,18 %","188,50 €","150,00 %","-97,30 %",50,"150,00 %","-97,17 %",1,,"-93,33 %"
B07SHMY2ZM,"Hama Horloge Murale PP-245 (Radio-pilotée DCF, Pendule sans tic tac, numérique, à LED, sans Fil, avec Piles, Format 24h, Calendrier, Jour, thermomètre 0°C à -50°C, Pause Murale ou Bureau) Noir",Hama,"362,03 €","-38,17 %","-17,48 %","281,84 €","-38,10 %","-10,64 %",13,"-38,10 %","-18,75 %",2,,
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"358,04 €","40,97 %","-6,56 %","216,53 €","43,13 %","-5,02 %",21,"40,00 %","-8,70 %",,"-100,00 %","-100,00 %"
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"354,39 €","-37,32 %",,"181,70 €","-47,73 %",,46,"-47,73 %",,9,,
B001JTV1HW,"Hama Boîtier standard (pour DVD, convient également aux CD et aux Blu-ray, avec film pour l'insertion de la jaquette, lot de 5) Transparent",Hama,"351,89 €","79,07 %","-26,73 %","227,92 €","79,07 %","-27,35 %",77,"79,07 %","-30,00 %",,,
B0CNRZ9GWN,"Hama Boîte pour câbles Maxi (Boite Rangement pour Cables chargeurs et multiprises, boitier Cache câbles 40x15,5x13,5cm, Pieds en Caoutchouc) Blanc",Hama,"351,45 €","462,68 %",,"252,18 €","500,00 %",,18,"500,00 %",,,,
B07CKR6PKL,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours assis) Marron",Hama,"350,48 €","-57,90 %","17,52 %","178,92 €","-54,84 %","7,69 %",28,"-54,84 %","7,69 %",,,"-100,00 %"
B000S8FNTM,"Hama E 80 Enceintes pour Ordinateur - Système Stéréo 2.0, Haut-Parleurs Alimentés en USB, Connexion Jack 3.5mm, Sortie Casque - Noir",Hama,"349,48 €","-11,04 %",,"208,84 €","-8,00 %",,23,"-8,00 %",,1,"-50,00 %",
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"345,16 €","-11,47 %","-10,53 %","179,92 €","-10,13 %","-15,34 %",26,"-10,34 %","-21,21 %",1,,
B07GL8PS46,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Bordeaux",Hama,"341,45 €","74,08 %","125,83 %","247,94 €","130,00 %","143,56 %",23,"130,00 %","130,00 %",4,,
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"340,33 €","-38,64 %",,"252,77 €","-37,84 %",,23,"-37,84 %",,3,,
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"340,30 €","11,09 %","85,34 %","143,67 €","18,53 %","95,60 %",31,"19,23 %","82,35 %",,,
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"339,85 €","-69,35 %","2,17 %","159,04 €","-69,52 %","12,09 %",32,"-69,52 %","10,34 %",1,,
B0845FCYVX,"Hama EMW-500L Souris Verticale Ergonomique sans Fil - Technologie 2.4Ghz, Capteur 1800 dpi, Technologie Smart-Link, Gaucher/e - Noire",Hama,"337,35 €","178,04 %",,"321,45 €","200,00 %",,15,"200,00 %",,2,,
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"335,64 €","34,21 %","52,11 %","167,75 €","38,89 %","56,26 %",25,"38,89 %","47,06 %",,,"-100,00 %"
B01BBTCVKA,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages blanches, sans spirale) Malibu",Hama,"333,74 €","46,69 %","234,11 %","194,19 €","57,18 %","245,90 %",22,"57,14 %","214,29 %",3,,"200,00 %"
B00GRP4HDI,"Hama Boîtier pour câbles Maxi (Boite pour câbles, 40 x 15,5 x 13,8 cm, avec Pieds en Caoutchouc) Noir",Hama,"328,39 €","49,65 %","-47,60 %","179,40 €","44,44 %","-49,39 %",13,"44,44 %","-53,57 %",2,,"100,00 %"
B08SFPD9F2,"Hama Station météo sans fil interieur exterieur Meteotime (centre de prévision météorologique, Horloge radio pilotée DCF, Sonde sans fil, Thermomètre, Hygromètre, Alarme, Reveil, rétro éclairage) noir",Hama,"324,97 €","32,14 %",,"313,50 €","50,00 %",,6,"50,00 %",,2,"100,00 %",
B000N94K22,"Hama Pochette (pour 64 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport) Noir",Hama,"324,70 €","44,43 %","8,43 %","151,44 €","41,18 %","-8,80 %",24,"41,18 %","-22,58 %",,,"-100,00 %"
