Programme=[Retail],Aperçu du distributeur.=[Fabrication],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/07/2024 - 31/07/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les commandes","Revenus basés sur les commandes – Période antérieure (%)","Revenus basés sur les commandes – Même période l'année dernière (%)","Unités commandées","Unités commandées – Période antérieure (%)","Unités commandées – Même période l'année dernière (%)","Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B08YS1PZWL,"Hama Adaptateur Jack 6.35 vers 3.5 Garantie 10 Ans (Adaptateur Audio 6.35mm Mâle vers 3.5mm Femelle, Stéréo, Prise Casque, Audio Connecteur Stéréo pour Mélangeur Audio/Piano électrique/Clavier) Noir",Hama,"1 007,49 €","-47,67 %","4 838,68 %",213,"-47,67 %","2 030,00 %","1 031,14 €","-46,17 %","5 516,23 %","397,57 €","-51,47 %","1 846,96 %",218,"-46,17 %","2 322,22 %",3,"200,00 %",
B07BGLLS26,"Chiffons pour écrans, 100 pièces, dans un distributeur",Hama,"998,40 €","114,29 %",,240,"114,29 %",,"1 015,04 €","134,62 %",,"995,50 €","130,40 %",,244,"134,62 %",,2,,
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"977,36 €","42,86 %","74,12 %",25,"38,89 %","66,67 %","978,57 €","51,80 %","74,34 %","664,35 €","50,88 %","66,00 %",25,"47,06 %","66,67 %",,,
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"972,36 €","-23,16 %","-2,91 %",73,"-23,16 %","-2,67 %","985,68 €","-18,68 %","-4,13 %","739,26 €","-18,68 %","-10,08 %",74,"-18,68 %","-3,90 %",3,,"200,00 %"
B00UV84E4O,"Hama Album photo vierge ""Anzio"" (album photo traditionnel format 22,8 cm x 22,3 cm, pour 200 photos 10 cm x 15 cm, 100 pages, instax, minimax, idéal pour un mariage) Beige/Noir",Hama,"960,14 €","-8,99 %","20,79 %",79,"-5,95 %","16,18 %","911,50 €","-14,21 %","18,14 %","479,58 €","-10,51 %","13,74 %",75,"-10,71 %","13,64 %",3,"50,00 %","200,00 %"
B0015IOV8S,"Hama Cadre photo en plastique ""Sevilla"" (taille du Cadre de 40 x 40 cm avec bordure de 13 mm x 17 mm, pour une photo de 28 x 28 cm) Noir",Hama,"906,24 €","72,97 %",,64,"72,97 %",,"920,40 €","80,56 %",,"642,20 €","80,56 %",,65,"80,56 %",,1,"-75,00 %",
B07RHGG3S7,"Hama Horloge murale radio-pilotée ""Extra"" (avec indicateur de date et température) Blanc et Argenté",Hama,"899,76 €","28,63 %","251,39 %",24,"33,33 %","242,86 %","899,76 €","21,83 %","251,39 %","683,12 €","23,82 %","226,60 %",24,"26,32 %","242,86 %",2,"100,00 %",
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"879,80 €","-10,77 %","112,00 %",265,"-10,77 %","112,00 %","886,44 €","-6,64 %","126,27 %","616,77 €","-6,64 %","126,27 %",267,"-6,64 %","126,27 %",3,"-25,00 %","50,00 %"
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"866,32 €","79,31 %","246,67 %",52,"79,31 %","246,67 %","866,32 €","85,71 %","300,00 %","525,33 €","81,10 %","315,48 %",52,"85,71 %","300,00 %",2,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"858,79 €","17,36 %","23,36 %",52,"0,00 %","23,81 %","842,21 €","15,10 %","20,98 %","463,99 €","-4,16 %","18,66 %",51,"-1,92 %","21,43 %",1,"0,00 %",
B00005QFAY,"Hama Étuis à négatifs, Papier Cristal, 7 Bandes de 6 négatifs, 24x36cm, 100 pièces",Hama,"853,66 €","18,68 %","61,17 %",40,"25,00 %","66,67 %","942,84 €","44,46 %","78,00 %","692,23 €","51,95 %","107,41 %",44,"51,72 %","83,33 %",,,
B0BL1T1R5Y,"Hama Casque TV ShellTV (Casque Circum-Auriculaire Stéréo, idéal télé, câble Extra Long 6m, Jack 3.52mm mâle, Adaptateur Jack 6.35mm mâle Inclus, 20 Hz-20 kHz, 32 ohms, 113 DB/MW) Noir",Hama,"845,04 €","128,01 %","4 972,27 %",48,"128,57 %","4 700,00 %","791,82 €","113,65 %","4 652,82 %","582,75 €","114,29 %","4 400,00 %",45,"114,29 %","4 400,00 %",4,,
B0000AISCF,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 21 x 29,7 cm (DIN 4) avec bordure de 9 mm x 17 mm, pour une photo de 15 x 20 cm) Noir",Hama,"834,59 €","172,83 %","11,92 %",147,"200,00 %","58,06 %","664,93 €","128,55 %","3,36 %","439,00 €","143,01 %","52,26 %",113,"145,65 %","54,79 %",1,"-75,00 %","-66,67 %"
B0009V8WNW,"Hama Pochettes de Protection (en Papier pour CD/DVD/Blu-Ray, verrouillables, Lot de 100) Blanc/Transparent",Hama,"817,38 €","-18,30 %","113,14 %",150,"-22,28 %","163,16 %","848,71 €","-17,92 %","133,13 %","463,59 €","-24,69 %","177,27 %",153,"-24,63 %","178,18 %",6,"500,00 %",
B01K47GW46,"Hama Album photo Jumbo ""La Fleur"" 30 x 30 cm (livre photo de 100 pages blanches, album photos souvenirs pour 400 photos au format 10x15 cm, à personnaliser- à coller, Idée Cadeau, motif Feuilles) Noir",Hama,"798,08 €","-12,19 %","-13,72 %",61,"-27,38 %","-1,61 %","790,14 €","-13,84 %","-14,58 %","426,60 €","-27,32 %","1,66 %",61,"-27,38 %","-1,61 %",3,"0,00 %",
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"793,60 €","153,16 %","-14,46 %",80,"207,69 %","12,68 %","823,36 €","200,72 %","-11,22 %","463,12 €","278,61 %","16,04 %",83,"277,27 %","16,90 %",1,,"0,00 %"
B0002W5WE0,"Hama Boîtier Slim Double (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"787,88 €","-3,03 %","136,99 %",52,"-14,75 %","188,89 %","782,64 €","-2,07 %","135,42 %","574,60 €","-13,33 %","191,82 %",52,"-13,33 %","188,89 %",3,"200,00 %","200,00 %"
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"779,58 €","-7,79 %","1,30 %",71,"-7,79 %","7,58 %","779,58 €","-8,97 %","6,13 %","623,38 €","-8,96 %","12,88 %",71,"-8,97 %","12,70 %",2,"100,00 %",
B01E4877WC,"Hama Antivol à combinaison ""USB"" (pour ordinateur portable, câble de 1,8 m, diamètre de 5, 5mm, sans clé, avec code) Argent",Hama,"760,90 €","49,50 %","336,10 %",38,"58,33 %","375,00 %","760,90 €","37,79 %","594,89 %","604,20 €","46,15 %","660,00 %",38,"46,15 %","660,00 %",,,
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"735,98 €","-15,69 %","-45,35 %",57,"-25,97 %","-43,56 %","790,13 €","-3,51 %","-38,79 %","311,19 €","-28,94 %","-50,62 %",61,"-16,44 %","-37,11 %",,,"-100,00 %"
B000EORX5W,"Hama 00033833 Pochette, Noir (pour 120 CD/DVD/Blu-ray, classeur de rangement, gain de place pour le bureau, le salon et la maison, étuis de transport)",Hama,"730,19 €","-29,14 %","-62,53 %",43,"-35,82 %","-65,04 %","775,86 €","-21,22 %","-57,57 %","409,97 €","-28,08 %","-58,74 %",46,"-28,13 %","-60,00 %",1,"0,00 %","0,00 %"
B00X5K84ZK,"Hama Album photo à pochettes ""New York City"" (pour 400 photos au format 10 cm x 15cm, taille de l'album de 25 cm x 34 cm, 100 pages, en cuir, protège les photos et les documents) Noir",Hama,"705,76 €","51,85 %","46,45 %",44,"83,33 %","100,00 %","727,54 €","73,88 %","56,93 %","591,40 €","119,33 %","120,37 %",46,"119,05 %","119,05 %",,,"-100,00 %"
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"699,76 €","-39,99 %","-45,43 %",29,"-42,00 %","-50,00 %","769,72 €","-35,28 %","-41,28 %","400,00 €","-37,25 %","-45,76 %",32,"-37,25 %","-45,76 %",,,"-100,00 %"
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"699,21 €","1 107,83 %","123,41 %",153,"1 812,50 %","146,77 %","708,35 €","1 353,03 %","133,14 %","509,75 €","2 487,56 %","176,80 %",155,"2 483,33 %","158,33 %",5,,
B000EBFN70,"Hama Trépied Appareil Photo Vidéo 106.5cm Star 5"" avec Sac de Transport (Trépied Télescopique Aluminium 4 éléments, Tête 3 Voies 3D, Niveaux à Bulles intégrés, Attache Rapide) Beige",Hama,"686,16 €","-15,61 %","199,02 %",50,"-15,25 %","316,67 %","700,24 €","-16,76 %","205,16 %","553,95 €","-16,39 %","325,07 %",51,"-16,39 %","325,00 %",5,"150,00 %",
B00005YVGK,"Pochettes pour 20 Diapositives encadrées de Format 5x5 cm, 25 pièces",Hama,"681,24 €","3,49 %","-4,31 %",55,"3,77 %","22,22 %","681,24 €","-2,05 %","-4,31 %","427,22 €","-1,29 %","-11,25 %",55,"-1,79 %","22,22 %",4,"33,33 %",
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"678,18 €","-6,67 %","64,89 %",140,"-11,95 %","55,56 %","714,74 €","0,90 %","70,00 %","495,80 €","-4,52 %","61,20 %",148,"-4,52 %","60,87 %",4,"100,00 %","100,00 %"
B000EORX52,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"665,78 €","-35,76 %","733,06 %",47,"-39,74 %","683,33 %","700,74 €","-30,60 %","651,54 %","521,79 €","-33,99 %","1 569,73 %",50,"-34,21 %","614,29 %",2,"100,00 %",
B0032DAL6U,"Hama Album photo ''Catania'' (taille 22 x 22 cm pour 200 photos au format 10 x 15 cm, 100 pages, papier stratifié, thématique mariage/vacances, emplacement pour CD, personnalisable) Gris",Hama,"627,68 €","-46,08 %","-65,81 %",48,"-61,90 %","-75,38 %","652,68 €","-43,90 %","-63,91 %","248,50 €","-60,64 %","-74,36 %",50,"-60,63 %","-73,96 %",4,,"100,00 %"
B074HZZQN4,"Horloge murale ""Easy Learning"" (horloge d'apprentissage analogique, pour enfants, pour apprendre l'heure, cadran d'apprentissage de diamètre 30 cm, silencieu) Blanc",Hama,"602,98 €","42,43 %","-54,67 %",32,"39,13 %","-60,00 %","621,55 €","46,82 %","-50,17 %","423,06 €","44,34 %","-55,92 %",33,"43,48 %","-56,00 %",1,"0,00 %","0,00 %"
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"595,26 €","5,16 %","59,90 %",84,"35,48 %","104,88 %","614,61 €","17,29 %","61,16 %","444,57 €","55,96 %","109,51 %",87,"55,36 %","107,14 %",2,"100,00 %","100,00 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"588,61 €","29,87 %","-50,40 %",23,"35,29 %","-59,65 %","614,60 €","43,85 %","-42,12 %","369,82 €","49,99 %","-52,94 %",24,"50,00 %","-52,94 %",2,"100,00 %",
B071ZVN9LP,"Hama Albums photos ""Designline"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm par album, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Multicolore",Hama,"582,01 €","-63,13 %","534,27 %",143,"-86,86 %","93,24 %","687,83 €","-55,12 %","593,38 %","149,41 €","-84,77 %","114,89 %",169,"-84,84 %","111,25 %",4,"-71,43 %","0,00 %"
B0015NLFGE,"Hama Chemin de câbles (Bande en PVC/Aluminium pour Montage Mural TV ou au Sol, Cache-câble Demi-Rond, 100 x 7 x 2,1 cm, entrée de câble jusqu'à 8 câbles) Gris",Hama,"569,35 €","64,02 %","65,78 %",33,"73,68 %","83,33 %","502,96 €","51,93 %","163,61 %","421,48 €","70,29 %","242,14 %",31,"72,22 %","210,00 %",1,"0,00 %",
B00KA4516Y,"Hama Ventilateur USB avec affichage de la température",Hama,"565,78 €","144,70 %","-36,59 %",54,"134,78 %","-38,64 %","554,25 €","139,97 %","-39,00 %","392,08 €","126,09 %","-41,03 %",53,"130,43 %","-40,45 %",5,"400,00 %","-54,55 %"
B0764LMPBN,"Hama Multiprise avec Interrupteur 10 Prises 16A (Rallonge multiprises 3m, Bloc 10 Prises Type F Schuko, 3500W Max, Idéal Bureau PC luminaires, Atelier, Meuble TV, Garage) Noir",Hama,"564,01 €","-58,23 %","-81,70 %",29,"-60,27 %","-84,32 %","564,01 €","-60,20 %","-81,09 %","300,44 €","-62,23 %","-83,77 %",29,"-62,34 %","-83,80 %",1,"-93,75 %","-87,50 %"
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"557,61 €","-20,08 %","10,32 %",31,"-20,51 %","6,90 %","575,41 €","-19,55 %","14,23 %","274,25 €","-21,38 %","-5,09 %",32,"-20,00 %","10,34 %",,,
B00006JAMU,"Hama Étuis à négatifs, polypropylène, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"542,36 €","-30,28 %","16,05 %",34,"-38,18 %","6,25 %","509,00 €","-36,57 %","12,61 %","328,63 €","-43,96 %","3,94 %",32,"-43,86 %","3,23 %",,"-100,00 %",
B00006IVA9,"Hama CD de nettoyage (pour tête de lecture laser, pour éliminer la poussière dans les lecteurs de CD, CD de nettoyage au laser) Blanc/Bleu/Rouge",Hama,"539,86 €","-36,61 %","87,19 %",55,"-35,29 %","120,00 %","531,40 €","-38,73 %","97,97 %","286,55 €","-36,63 %","140,58 %",54,"-37,21 %","134,78 %",4,"33,33 %",
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"535,10 €","229,15 %",,3,"200,00 %",,"535,10 €","229,15 %",,"612,00 €","200,00 %",,3,"200,00 %",,,,
B01MS2OU9J,"Hama Chambre à air de vélo (Taille de 26"", avec Valve Automatique, Schrader) Noir",Hama,"532,73 €","-40,69 %","-55,70 %",107,"-40,56 %","-55,60 %","528,94 €","-39,08 %","-53,71 %","377,05 €","-39,11 %","-53,75 %",106,"-39,08 %","-53,71 %",1,"-50,00 %",
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"531,79 €","-11,25 %","120,17 %",71,"-11,25 %","238,10 %","546,77 €","-8,75 %","126,37 %","339,76 €","-8,91 %","247,37 %",73,"-8,75 %","247,62 %",1,"0,00 %",
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"523,94 €","-18,94 %","149,42 %",50,"-20,63 %","212,50 %","523,94 €","-21,37 %","124,65 %","335,50 €","-23,11 %","184,42 %",50,"-23,08 %","177,78 %",4,"0,00 %",
B001F536RS,"THOMSON Microphone Dynamique M135 (Microphone Karaoké Filaire, Motif cardioïde, fiche Jack 3,52 mm, Longueur de câble 3 m, idéal Karaoké, Chant, Live, Conférence, Mariage) Noir",Thomson,"519,48 €","-26,96 %","-76,32 %",52,"-26,76 %","-75,70 %","489,51 €","-32,13 %","-77,37 %","368,84 €","-31,94 %","-76,48 %",49,"-31,94 %","-76,78 %",1,"-85,71 %","-92,86 %"
