Programme=[Retail],Aperçu du distributeur.=[Approvisionnement.],Afficher par=[ASIN],Pays=[FR],Entreprises=[~ Hama EURL (FR)],Local=[fr_FR],Devise=[EUR],Intervalle des rapports=[Mois],Champ de vision.=[01/10/2024 - 31/10/2024],Rapport mis à jour=[04/04/2025]
ASIN,"Nom du produit",Marque,"Chiffre d’affaires basé sur les expéditions","Revenus basés sur les expéditions – Période antérieure (%)","Revenus basés sur les expéditions – Même période l'année dernière (%)","COGS expédié","COGS expédié – Période antérieure (%)","COGS expédié – Même période l'année dernière (%)","Unités expédiées","Unités expédiées – Période antérieure (%)","Unités expédiées – Même période l'année dernière (%)","Retours client","Retours du client – Période antérieure (%)","Retours du client – Même période l'année dernière (%)"
B0043W42ZU,"Xavax Mousseur à lait ""Milchicopter"" (Batteur à lait en acier, moteur très puissant à 14 000 tours/minute, spirale spéciale, nettoyage facile, mousseur à lait, balai Matcha) Noir",xavax,"709,71 €","-50,66 %","-84,12 %","312,80 €","-52,08 %","-90,91 %",92,"-52,08 %","-89,31 %",,"-100,00 %","-100,00 %"
B0009V6OD2,"Hama Boîtier Slim Double (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Transparent",Hama,"576,13 €","478,85 %","140,52 %","343,65 €","480,00 %","107,14 %",29,"480,00 %","107,14 %",,,
B06X9NRXV9,"Hama Album photo vierge ""Lazise"" (album photo traditionnel 29 cm x 32 cm, 50 pages blanches, pour 250 photos 10 cm x 15 cm, format maximum 28 cm x 31 cm) Doré/Blanc",Hama,"530,56 €","52,38 %","88,24 %","297,92 €","52,38 %","87,95 %",32,"52,38 %","88,24 %",1,"0,00 %",
B07MQFLKJQ,"Xavax Hama Xavax Roulette à pizza (en acier inoxydable, 22 cm) Noir/Argent",xavax,"486,20 €","51,16 %",,"295,10 €","51,16 %",,130,"51,16 %",,,"-100,00 %",
B00SL6I2WI,"Hama Album Photo Jumbo ""Fine Art"" (Album 30x30cm, 50 feuilles/100 pages blanches, pour coller 400 Photos de 10x15 cm, Look livre sans spirale, Couverture personnalisable, Idée cadeau) Noir",Hama,"481,19 €","363,48 %","-75,14 %","227,52 €","368,15 %","-79,03 %",28,"366,67 %","-77,24 %",1,,"-66,67 %"
B00006J4G7,"Hama Présentoir de Distributeur de pastilles adhésives (500 coins photos, diamètre de 10 mm, papier/viskose) Transparent",Hama,"465,97 €","0,97 %","-6,43 %","321,09 €","0,00 %","-7,29 %",139,"0,00 %","-7,33 %",1,"-87,50 %",
B0002W5WBI,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 100) Noir/Transparent",Hama,"447,38 €","129,16 %","49,45 %","320,16 €","140,00 %","50,00 %",12,"140,00 %","50,00 %",,,
B0BNLNC6KX,"Hama iTuner Hi-FI DIT2105SBTX Dab+ Bluetooth (Tuner Internet Radio FM Dab, Tuner HiFi, Radio numérique, RX/TX, WiFi, Spotify Connect, Amazon Music, App UNDOCK, Port USB, télécommande) Argenté",Hama,"440,20 €","115,71 %",,"408,00 €","100,00 %",,2,"100,00 %",,,"-100,00 %",
B07CLVR52S,"Hama Album photo enfant ""Batzi"" (taille de l'album de 19 x 25 cm, format pour 200 photos 10 x 15 cm, avec 100 pages, papier stratifié, insertion latérale des photos, ours debout) Marron",Hama,"427,72 €","-31,58 %","-3,67 %","198,09 €","-35,42 %","-3,12 %",31,"-35,42 %","-3,13 %",1,,
B07PSPRGMT,"THOMSON Casque TV HQ HED4508 (câble Extra Long de 8 m, Casque stéréo pour TV, réglage du Volume séparé, Embout Filaire, Prise 3,5 mm avec Adaptateur de 6,35 mm) Noir",Thomson,"402,72 €","71,86 %","1 219,96 %","418,18 €","75,00 %","1 300,00 %",14,"75,00 %","1 300,00 %",1,"-66,67 %",
B00CRB69MI,"Hama Support de télécommande Major (pour 4 télécommandes au maximum, également pour rangement de lunettes, smartphones, contrôleurs, clés USB, porte-télécommande) Noir",Hama,"399,60 €","-34,78 %",,"299,70 €","-34,78 %",,30,"-34,78 %",,,"-100,00 %",
B0015NLFGE,"Hama Chemin de câbles (Bande en PVC/Aluminium pour Montage Mural TV ou au Sol, Cache-câble Demi-Rond, 100 x 7 x 2,1 cm, entrée de câble jusqu'à 8 câbles) Gris",Hama,"364,29 €","135,13 %",,"220,00 €","128,57 %",,16,"128,57 %",,,"-100,00 %",
B0BL1RD6VH,"Hama Testeur de piles Universel (Testeur de batterie Universel pour piles AA/AAA/C/D/N/E/CR123A/CR2/CR-V3/1,5V/3V/2CR5/CR P2, piles boutons, Afficheur LCD) Gris",Hama,"359,76 €","9,09 %","50,00 %","263,76 €","9,09 %","50,00 %",24,"9,09 %","50,00 %",,"-100,00 %",
B00G3BMWQA,"Xavax Minuteur à œuf (avec fonction minuterie, sablier, en acier inoxydable) Argent",xavax,"358,27 €","583,33 %",,"212,64 €","585,71 %",,48,"585,71 %",,2,"100,00 %",
B000Y138NG,"Hama Boîtier CD Slim en polypropylène, Lot de 20, Transparent",Hama,"355,44 €","23,13 %","152,44 %","232,44 €","44,44 %","290,00 %",39,"44,44 %","290,00 %",,,
B0857M8J9G,"Xavax Kit de superposition universel pour lave-linge/sèche-linge, avec séchoir à linge",xavax,"351,30 €","-59,26 %","25,94 %","361,80 €","-68,42 %","50,01 %",6,"-68,42 %","50,00 %",,,"-100,00 %"
B0000AI3G4,"Hama Cadre en plastique Madrid (taille de cadre de 50 cm x 70 cm, taille de la photo de 30 cm x 45 cm, 1 photo par cadre, à accrocher, élégant, simple, classique) Noir",Hama,"350,00 €","23,57 %","55,64 %","164,56 €","30,77 %","41,67 %",17,"30,77 %","41,67 %",1,,"-66,67 %"
B0000AI2JY,"Hama Cadre photo en plastique Sevilla (taille du Cadre de 50 x 60 cm avec bordure de 13 mm x 20 mm, pour une photo de 30 x 40 cm) Noir",Hama,"338,06 €","-31,66 %",,"194,94 €","-33,33 %",,18,"-33,33 %",,5,"25,00 %",
B00292AZN4,"Hama Cadre photo Clip-Fixe (sans bordure, 30 x 40 cm, Reflex) Blanc",Hama,"333,21 €","-30,14 %","81,21 %","124,41 €","-26,42 %","71,39 %",39,"-26,42 %","50,00 %",8,"-11,11 %",
B0009V8VAQ,"Hama Etui pour Lecteur et CD (pour Lecteur CD, pour Discman, 3 CD, avec Sortie de câble et Boucle de Ceinture) Noir/Bleu",Hama,"330,20 €","36,67 %","11,10 %","224,84 €","37,50 %","35,60 %",44,"37,50 %","33,33 %",,"-100,00 %",
B00006IVVB,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Noir/Transparent",Hama,"316,16 €","137,50 %","514,38 %","235,54 €","137,49 %","659,81 %",38,"137,50 %","660,00 %",2,,
B07PQHPTSG,"THOMSON Casque TV Stéthoscope HED4408 (câble de 8 m, léger pour Personnes âgées et porteurs de Lunettes, Casque stéréo pour TV, Casque Intra-auriculaire, Prise 3,5 mm, avec Adaptateur 6,35 mm) Noir",Thomson,"309,42 €","117,92 %","450,96 %","290,81 €","116,67 %","550,00 %",13,"116,67 %","550,00 %",1,,
B00005QFB0,"Hama Étuis à négatifs, papier cristal, 7 bandes de 6 négatifs, 24x36cm, 25 pièces",Hama,"304,91 €","137,77 %","66,44 %","164,61 €","121,43 %","55,00 %",31,"121,43 %","55,00 %",,,
B08SFG3JH5,"Hama Album photo ""To The Moon"" (Album souvenirs Anniversaires, Baptême, Baby Shower, Idée cadeau, 22.5x22 cm, 100 pages blanches, Zone Mémo, 200 photos 10x15 cm, Insertion latérale) Multicolore",Hama,"296,46 €","22,73 %","-71,43 %","237,06 €","22,73 %","-69,66 %",27,"22,73 %","-69,66 %",,,
B07T4DM8JJ,"Hama Album photos enfant mémo ""Forest"" (livre photo 100 pages à pochettes, 200 photos 10x15 cm, album souvenirs 22,5 x 22 cm, Emplacement CD, Album Motif Renards) Marron/Beige/Vert/Orange/Blanc",Hama,"292,94 €","21,09 %","35,36 %","126,50 €","12,83 %","7,13 %",23,"15,00 %","27,78 %",,"-100,00 %",
B0015KFAIQ,"Xavax Filtre combiné universel pour friteuses (2 filtres à graisse et à charbon actif pour friteuses, filtre combiné universel, coupe individuelle, 33 x 29,6 cm) Noir/Blanc/Gris",xavax,"291,00 €","2,01 %","20,26 %","117,80 €","5,56 %","-16,30 %",38,"5,56 %","11,76 %",,,
B079PN72PJ,"Hama Souris Optique sans Fil Riano (Souris Gauche sans Fil, avec récepteur Nano USB, Vertical, 800-1600 dpi, Interrupteur de Marche/arrêt, 3 Boutons, 2,4 GHz) Noir",Hama,"287,77 €","2 065,31 %","11,76 %","191,52 €","1 800,00 %","11,76 %",19,"1 800,00 %","11,76 %",1,"0,00 %","0,00 %"
B07B9VB1J5,"Hama Album photo vierge Minimax ""Designline"" (album photo traditionnel format 13 cm x 16,5 cm, pour 100 photos 10 cm x 15 cm, 100 pages, triangle) Blanc/Marron/Turquoise/Rose",Hama,"287,04 €","347,52 %","141,05 %","191,82 €","475,00 %","283,33 %",69,"475,00 %","283,33 %",1,,
B08SFGZ9T3,"Hama Tuner Hi-FI Radio Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"281,94 €","-1,52 %",,"170,00 €","0,00 %",,2,"0,00 %",,,,
B000EOQT48,"Hama Monopode Star 78 Mono (unidirectionnel léger à tête à Trois Voies, 61-176 cm, 3D) Champagne",Hama,"278,72 €","80,45 %","396,92 %","325,12 €","128,57 %","433,33 %",16,"128,57 %","433,33 %",,"-100,00 %",
B001K9LNA6,"Hama Support Télécommande TV Commander (porte-télécommande TV Chaine Hifi DVD Blue-Ray, 3 grands compartiments, Boite de Rangement organiseur lunettes, smartphones, contrôleurs) Noir",Hama,"270,60 €","17,22 %",,"286,80 €","36,36 %",,30,"36,36 %",,1,,
B08VW3DC4C,"Hama Album photo mémo ""Ayleen II"" (Album photo, 22x22.5 cm, 200 pochettes pour photos 10x15 cm, Zone Mémo, pochette carte SD, idéal photos souvenirs de vacances, anniversaire, bébé) Multicolore",Hama,"266,47 €","1,00 %",,"108,49 €","5,56 %",,19,"5,56 %",,1,"0,00 %",
B003LTLSFS,"Hama Chemin de câbles (Bande en Aluminium pour Montage Mural TV ou au Sol, Cache-câble Rectangle, 110 x 3,3 x 1,7 cm, entrée de câble jusqu'à 5 câbles, matériel de Montage Compris) Gris",Hama,"262,36 €","258,02 %","258,02 %","150,02 €","225,00 %","225,00 %",13,"225,00 %","225,00 %",,,
B07N6HRNMP,"Hama Album photo ""Summerly"" (couverture souple, 24 pages pour 24 photos au format 10x15 cm, résistant, pour archiver avec des anecdotes, protège la photo, mini album) Motifs Aléatoires",Hama,"260,48 €","-53,96 %",,"50,56 €","-84,83 %",,64,"-84,83 %",,3,,
B07T63BHGL,"Hama Album photo ""Hello Panda"" (pour 200 photos au format 10 x 15 cm, petit album de taille 22,5 x 22 cm, 100 pages blanches, panda, avec emplacement pour CD, élégant) Turquoise/Noir/Blanc",Hama,"259,95 €","47,06 %","-45,29 %","145,32 €","40,00 %","-44,74 %",21,"40,00 %","-44,74 %",,"-100,00 %",
B01IW9057S,"Hama Album photo traditionnel ""Rustico"" (album mémo, album de 22,5 x 22,5 cm, 100 pages blanches, 200 photos au format 10x15, idéal pour le scrapbooking, insertion des photos) Love Key",Hama,"247,82 €","92,17 %","-55,51 %","116,76 €","61,54 %","-52,64 %",21,"61,54 %","-53,33 %",,,"-100,00 %"
B08GRRDVN9,"Hama Destructeur de Documents Mini S6 (Broyeur Documents 6 Feuilles 80g, Destructeur Papier, Déchiqueteur sécurité P1, 72 DB, M/A Auto, Fonction Retour, s'adapte sur des Corbeilles à Papier) Noir",Hama,"239,94 €","89,71 %","-84,63 %","138,69 €","80,00 %","-88,00 %",9,"80,00 %","-88,00 %",,"-100,00 %","-100,00 %"
B07TYWBSZN,"Hama Album photo Jumbo ""Forest"" (pour 400 photos au format 10 x 15 cm, album traditionnel enfant de 30 x 30 cm, 100 pages blanches, animaux, élégant) Marron/Beige/Vert/Orange/Jaune",Hama,"238,74 €","-33,33 %","-62,08 %","112,37 €","-31,27 %","-69,19 %",13,"-31,58 %","-63,89 %",,,"-100,00 %"
B00005UPB7,"Hama Boîtier Standard (pour CD et disques Blu-Ray, Étui Protecteur pour CD, Paquet de 5) Transparent",Hama,"235,10 €","-10,62 %","60,95 %","164,00 €","13,64 %","92,31 %",50,"13,64 %","92,31 %",,,
B006PG6778,"Xavax - 111945 - Adaptateur pour valve de radiateur avec filetage M28 x 1,5mm",xavax,"234,22 €","533,88 %","237,98 %","178,85 €","531,53 %","373,65 %",20,"566,67 %","400,00 %",,,
B00006IVSE,"Hama Feuillets pour CD (avec 60 fiches pour étiquetage, archivage, 10 étuis pour 6 CD/DVD/Blu-Ray, adaptés aux dossiers A4, Format A4, pour Le Rangement) Transparent",Hama,"230,85 €",,,"103,74 €",,,21,,,,,
B0002W5WEU,"Hama Boîtier Slim (pour DVD, Convient également aux CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 25) Noir/Transparent",Hama,"226,56 €","-64,02 %","-74,35 %","167,68 €","-61,90 %","-70,91 %",16,"-61,90 %","-70,91 %",,"-100,00 %","-100,00 %"
B008JCRAGI,"Xavax Boîte de condensation pour sèche-linges à évacuation, Blanc, 28.5 x 23.5 x 23 cm",xavax,"224,91 €","0,00 %","-25,00 %","179,55 €","0,00 %","-25,00 %",9,"0,00 %","-25,00 %",,,
B07GLF5SMF,"Hama Album Photo ""Fine Art"" (format 30 x 30 cm, 100 pages noires, sans spirale) Noir",Hama,"219,89 €","-40,45 %","-90,85 %","110,33 €","-35,29 %","-92,36 %",11,"-35,29 %","-92,36 %",,,"-100,00 %"
B001F4ZWDK,"Hama Pochettes en polypropylène pour CD/DVD, paquet de 75, Transparent",Hama,"219,17 €","-56,20 %","1,91 %","88,45 €","-56,75 %","-9,57 %",19,"-56,82 %","-9,52 %",1,,"0,00 %"
B08HQH5PSV,"Hama Horloge Murale Numérique Jumbo (Radio-pilotée DCF, Très Grand Format d’Affichage, Affichage XL Heure-Date-température int.-humidité, à Suspendre ou Poser) Noir",Hama,"217,13 €","41,68 %","-59,56 %","160,00 €","30,39 %","-62,54 %",4,"33,33 %","-60,00 %",,"-100,00 %",
B074JDHBXG,"Hama Cadre en Plastique Madrid (Taille de Cadre de 21 cm x 29,7 cm, Taille de la Photo de 15 cm x 20 cm, 1 Photo par Cadre, à accrocher, élégant, Simple, Classique) Noir",Hama,"214,80 €","-63,68 %","-78,54 %","62,91 €","-62,50 %","-86,50 %",27,"-62,50 %","-86,50 %",1,"-50,00 %","-80,00 %"
B0002VFL1U,"Hama Pochettes pour CD-ROM/DVD-ROM (Pochettes CD Plastique, Pochette de Protection colorées, Lot de 100, Multicolore) Bleu/Orange/Violet/Rose/Vert",Hama,"212,33 €","-34,62 %","-52,22 %","142,47 €","-41,61 %","-77,38 %",17,"-34,62 %","-73,85 %",,,
B078T62G9K,"Hama Souris Optique à 3 Boutons MC-200, Filaire, Blanche",Hama,"209,48 €","199,86 %","-23,54 %","118,72 €","128,57 %","-38,46 %",32,"128,57 %","-38,46 %",1,,
B0BPDBR7QH,"Hama Tapis de Souris (Tapis Souris Mousepad 22.3 x 18.3 cm, Ultra Mince, Idéal Bureau ou Jeux Vidéo, Dessous antidérapant, Résistant) Rouge",Hama,"206,67 €","232,00 %",,"228,25 €","232,00 %",,83,"232,00 %",,2,,
B071VWLNZB,"Hama 00137234 Alimentation pour PC",Hama,"203,56 €","-56,92 %","-66,98 %","113,96 €","-60,71 %","-69,62 %",11,"-60,71 %","-70,27 %",1,"-66,67 %","-75,00 %"
B08SDTPYQP,"Hama Mini Trépied de Table Pocket II Rotation (trépied avec Support Smartphone iPhone/Samsung/GoPro, Rotatif, inclinable Paysage Portrait, idéal Voyage, Pas de vis de 1/4"") Noir",Hama,"200,53 €","72,45 %","145,69 %","212,64 €","60,00 %","242,86 %",24,"60,00 %","242,86 %",,,
B079J94XKT,"Xavax Filtre permanent pour machine à café et thé (Ø 12 cm, hauteur 10 cm, maillage en acier inoxydable, réutilisable, va au lave-vaisselle, rechange pour taille 4) Noir",xavax,"199,35 €","87,62 %","-71,12 %","97,47 €","90,00 %","-70,77 %",19,"90,00 %","-70,77 %",1,"0,00 %","-66,67 %"
B07MPQTNXF,"Xavax Sangle d’arrimage de sécurité avec cliquet pour sèche-linge, Blanc/Gris",xavax,"198,22 €","-10,53 %","-64,58 %","113,73 €","-10,57 %","-64,60 %",17,"-10,53 %","-64,58 %",2,,
B0002W5WBS,"Hama Boîtier Slim (pour CD et disques Blu-Ray, Ultra Mince, avec Une Feuille pour la Couverture, Lot de 50) Noir/Transparent",Hama,"196,16 €","-34,40 %","-67,80 %","100,00 €","-33,33 %","-66,70 %",8,"-33,33 %","-66,67 %",,,
B01DZGIJ26,"Hama Support mural TV FULLMOTION inclinable et pivotant pour TV écran plat entre 48 cm et 122 cm (19"" à 48""), jusqu'à 20 kg de charge supportée, VESA 200x200, Noir",Hama,"194,16 €","500,00 %","630,47 %","122,10 €","500,00 %","500,00 %",6,"500,00 %","500,00 %",,,
B07SZ3FCZH,"Hama Album photo mémo ""Forest"" (pour 200 photos au format 10 x 15 cm, album traditionnel enfant de 22,5 x 22 cm, 100 pages blanches, animaux, élégant, emplacement CD) Marron/Beige/Vert/Orange/Jaune",Hama,"192,29 €","13,95 %","-82,88 %","76,50 €","7,14 %","-86,28 %",15,"7,14 %","-82,35 %",1,"0,00 %",
B00SL6I214,"Hama Album, Bleu, 30 x 30 cm",Hama,"189,99 €","206,04 %","1,19 %","107,86 €","200,28 %","0,09 %",12,"200,00 %","0,00 %",,,
B00005UPC8,"Hama Boîtier standard double (pour CD et disques Blu-Ray, Étui protecteur pour CD, paquet de 10) Transparent",Hama,"189,81 €","0,00 %","32,25 %","127,49 €","0,00 %","72,73 %",19,"0,00 %","72,73 %",,"-100,00 %","-100,00 %"
B00UIET4NC,"THOMSON Support Mural TV WAB075 (VESA jusqu'à 600x400, Fixe, pour Une Diagonale d´écran comprise Entre 94 et 191 cm (de 37"" à 75"")) Noir",Thomson,"189,36 €","267,83 %","186,00 %","94,43 €","250,00 %","133,33 %",7,"250,00 %","133,33 %",,"-100,00 %","-100,00 %"
B004LQ1PLW,"Hama Sacoche de Rangement Sportsline (Sacoche de projecteur, Ordinateur et disques durs, Taille L, 27 x 39 x 15 cm, rembourré, pour Acer, BenQ, Epson, LG, Optoma BeamerL) Noir",Hama,"185,43 €",,"24,72 %","134,70 €",,"25,00 %",5,,"25,00 %",,,
B0BXPLLW89,"Hama Classeur à négatifs (4 anneaux, niveau de remplissage 39 mm, feuilles rectangulaires, album à négatifs d'une pellicule photo, housse de protection) Noir",Hama,"174,72 €","133,33 %",,"129,15 €","133,33 %",,21,"133,33 %",,,,
B0BFR5WYF6,"Hama Tuner Hi-FI Radio Radion Internet,Dab/Dab+/FM, Bluetooth 'DIT2006BT' (Tuner HiFi Radio numérique WiFi, Spotify Connect, UNDOK App Control pour Smartphone ou Tablette, USB/AUX, Réveil) Noir",Hama,"174,17 €",,,"166,01 €",,,1,,,,,
B00006JA17,"Hama Étuis à négatifs, Papier Cristal, 4 Bandes de 3 négatifs, 6X7 cm pour 3 negatif et jusqu'a 6 X 9 cm pour 2 negatif, 100 pièces",Hama,"172,64 €","-19,72 %","3,65 %","125,68 €","-20,00 %","0,00 %",8,"-20,00 %","0,00 %",,,
B00BYCGMEG,"Hama Album photo vierge ""Livorno"" (album photo traditionnel format 22 cm x 22 cm, pour 200 photos 10 cm x 15 cm, 100 pages, emplacement CD) Bleu/Blanc/Jaune",Hama,"171,02 €","-50,96 %","-50,49 %","83,70 €","-61,54 %","-57,14 %",15,"-61,54 %","-57,14 %",1,,
B0B6362TKP,"Hama Radio numérique DIR3300SBT (Spotify, WLAN/LAN/Dab + / FM, écran Couleur, Fonction USB, réveil et Diffusion Wi-FI, multiroom, télécommande, Application de Radio Gratuite) Noir",Hama,"166,48 €",,,"98,00 €",,,1,,,,,
B0000AHICV,"Hama Boîtier CD/DVD Slim (lot de 10 boitiers standards vierges pour CD/DVD et disques Blu-ray, ultra plat) Noir/Transparent",Hama,"166,20 €","64,95 %","419,54 %","67,00 €","100,00 %","185,71 %",20,"100,00 %","185,71 %",1,,
B0000AI3IZ,"Hama Cadre photo en plastique Décor Sevilla (taille du Cadre de 40 x 50 cm avec bordure de 13 mm x 20 mm, pour une photo de 40 x 50 cm) Or Mat",Hama,"155,76 €","57,14 %",,"89,65 €","57,14 %",,11,"57,14 %",,2,"100,00 %",
B001E725JM,"Hama Blu-Ray de Nettoyage (pour tête de Lecture, pour éliminer la poussière dans Les lecteurs de Blu-Ray, Blu-Ray de Nettoyage) Blanc/Bleu/Rouge",Hama,"154,80 €","-16,67 %",,"132,60 €","-16,67 %",,10,"-16,67 %",,,,
B0C6CK8KFG,"Hama Câble Enceinte HiFi (Cable pour enceinte, 10m, Câble Audio pour Enceinte, Câble HP de Haut Parleur en Cuivre pour Hifi et Hifi embarquée, 2 x 0.75 mm²) Transparent",Hama,"152,64 €","213,94 %",,"117,32 €","115,38 %",,28,"115,38 %",,,,
B086B7JST7,"Hama - WETTERSTATION - Weather Station",Hama,"147,48 €",,"216,07 %","105,42 €",,"200,00 %",3,,"200,00 %",,,
